# time     av_coherence           domains   magnetization^2        coh_avrho   purity_avrho  prob_equireached  arrival_counts  log10_nonzeros
   24      8.4298004891      0.2695000000    128.5549858514      0.2560453415      0.3744870126      0.8652499914         327    3.9435439772
   25      7.8013095637      0.2465833333    129.8756437119      0.2443559170      0.3844436109      0.8767082691         275    3.9435439772
   26      7.2349241837      0.2260000000    131.0506258589      0.2300391197      0.3934977651      0.8869999647         247    3.9435439772
   27      6.7118905874      0.2075000000    132.0821386644      0.2212576866      0.4017276168      0.8962499499         222    3.9435439772
   28      6.1644418773      0.1887500000    133.1700251508      0.2113718987      0.4101561308      0.9056249261         225    3.9435439772
   29      5.6734551158      0.1722500000    134.1294687915      0.2023515701      0.4176515341      0.9138749242         198    3.9435439772
   30      5.2299208706      0.1573333333    134.9749465504      0.1925914288      0.4244834185      0.9213331938         179    3.9435439772
   31      4.8108990191      0.1430833333    135.7912017159      0.1828196049      0.4310674369      0.9284583330         171    3.9435439772
   32      4.4216504327      0.1303333333    136.5283204644      0.1749391556      0.4369992614      0.9348332882         153    3.9435439772
   33      4.1033534552      0.1195000000    137.1471697136      0.1687910557      0.4420714676      0.9402499199         130    3.9435439772
   34      3.7884931525      0.1094166667    137.7181918502      0.1602575779      0.4468198121      0.9452916980         121    3.9435439772
   35      3.5067797738      0.1003333333    138.2484067225      0.1523561478      0.4511194229      0.9498333931         109    3.9435439772
   36      3.2424182782      0.0916666667    138.7466802001      0.1450977325      0.4552403688      0.9541666508         104    3.9435439772
   37      2.9934560325      0.0837500000    139.2005045843      0.1374137402      0.4590221643      0.9581249356          95    3.9435439772
   38      2.6772103949      0.0743333333    139.7362144725      0.1294894218      0.4635423422      0.9628333449         113    3.9435439772
   39      2.5074081902      0.0685833333    140.0641733948      0.1223902702      0.4663130045      0.9657083750          69    3.9435439772
   40      2.2955261159      0.0622500000    140.4283630563      0.1170582771      0.4693751335      0.9688749313          76    3.9435439772
   41      2.1501417238      0.0577500000    140.6871398761      0.1129069328      0.4715576172      0.9711249471          54    3.9435439772
   42      1.9802072375      0.0523333333    140.9945574242      0.1066603661      0.4741906822      0.9738333821          65    3.9435439772
   43      1.8383731401      0.0481666667    141.2310626825      0.1019983292      0.4762199521      0.9759167433          50    3.9435439772
   44      1.7153598816      0.0442500000    141.4600340339      0.0995340347      0.4781336188      0.9778749943          47    3.9435439772
   45      1.5576668245      0.0395833333    141.7282852344      0.0955464840      0.4804167151      0.9802082777          56    3.9435439772
   46      1.4386753658      0.0358333333    141.9385459122      0.0892987251      0.4822558165      0.9820832014          45    3.9435439772
   47      1.3402757565      0.0333333333    142.0830632631      0.0857353210      0.4834848046      0.9833332300          30    3.9435439772
   48      1.2388650656      0.0300833333    142.2728695045      0.0803885460      0.4850823283      0.9849581718          39    3.9435439772
   49      1.1705861318      0.0279166667    142.3987734615      0.0787718296      0.4861494899      0.9860416651          26    3.9435439772
   50      1.0688415517      0.0250833333    142.5585367479      0.0740766525      0.4875459075      0.9874582887          34    3.9435439772
   51      0.9980793543      0.0229166667    142.6816325469      0.0709440708      0.4886161983      0.9885416031          26    3.9435439772
   52      0.9498963684      0.0215000000    142.7620960585      0.0693128109      0.4893171191      0.9892500043          17    3.9435439772
   53      0.8986186407      0.0199166667    142.8595070045      0.0654253960      0.4900999963      0.9900416136          19    3.9435439772
   54      0.8482222484      0.0185000000    142.9346101022      0.0632586479      0.4908009470      0.9907499552          17    3.9435439772
   55      0.8017434852      0.0171666667    143.0170069653      0.0625741482      0.4914612174      0.9914166927          16    3.9435439772
   56      0.7596919320      0.0158333333    143.0955073141      0.0591819286      0.4921223521      0.9920833111          16    3.9435439772
   57      0.7192230951      0.0145000000    143.1722826876      0.0570344925      0.4927843809      0.9927499890          16    3.9435439772
   58      0.6812741863      0.0133333333    143.2398909899      0.0553460121      0.4933637381      0.9933333397          14    3.9435439772
   59      0.6339466400      0.0120833333    143.3070493344      0.0524008274      0.4939856529      0.9939582944          15    3.9435439772
   60      0.6108484086      0.0113333333    143.3473356529      0.0508911610      0.4943584502      0.9943333268           9    3.9435439772
