# time     av_coherence           domains   magnetization^2        coh_avrho   purity_avrho  prob_equireached  arrival_counts  log10_nonzeros
   28     14.4137240626      0.3403333333    169.4580871193      0.3888592720      0.3445175290      0.8298333883         272    4.2215707122
   29     13.7273767727      0.3190833333    171.1160322737      0.3741545677      0.3533705473      0.8404583931         255    4.2215707122
   30     12.9464103011      0.2984166667    172.7316786549      0.3597080708      0.3620885015      0.8507917523         248    4.2215707122
   31     12.2257303890      0.2791666667    174.2348569581      0.3501307964      0.3703050315      0.8604167700         231    4.2215707122
   32     11.5835356292      0.2624166667    175.5654175683      0.3395228386      0.3775292635      0.8687916994         201    4.2215707122
   33     10.7951262692      0.2420833333    177.1309845508      0.3249299526      0.3863957226      0.8789583445         244    4.2215707122
   34     10.0315473395      0.2236666667    178.5467163164      0.3106782436      0.3945165277      0.8881666660         221    4.2215707122
   35      9.4944473942      0.2103333333    179.5898600846      0.3013167381      0.4004504383      0.8948333263         160    4.2215707122
   36      8.9308159247      0.1960000000    180.7192275914      0.2870357037      0.4068774581      0.9019999504         172    4.2215707122
   37      8.3645649990      0.1822500000    181.7877711282      0.2809445858      0.4131027460      0.9088750482         165    4.2215707122
   38      7.8876780641      0.1710833333    182.6704231743      0.2695262432      0.4181840420      0.9144583941         134    4.2215707122
   39      7.4192205592      0.1600833333    183.5266149477      0.2613244057      0.4232251644      0.9199583530         132    4.2215707122
   40      7.0223696220      0.1505833333    184.2490005045      0.2525055408      0.4276004732      0.9247084260         114    4.2215707122
   41      6.5743193878      0.1400000000    185.0808523122      0.2440953255      0.4325006604      0.9300001264         127    4.2215707122
   42      6.1483420538      0.1299166667    185.8677220901      0.2354953289      0.4371974766      0.9350417852         121    4.2215707122
   43      5.8061482354      0.1221666667    186.4779147308      0.2284986973      0.4408248663      0.9389167428          93    4.2215707122
   44      5.4560132433      0.1140833333    187.1096804397      0.2192020416      0.4446243644      0.9429584146          97    4.2215707122
   45      5.1529349104      0.1070833333    187.6501370328      0.2123608589      0.4479273558      0.9464583993          84    4.2215707122
   46      4.8549348646      0.1000000000    188.2136359766      0.2062494755      0.4512842000      0.9500000477          85    4.2215707122
   47      4.5521232911      0.0928333333    188.7693468417      0.1971263885      0.4546930790      0.9535834193          86    4.2215707122
   48      4.2564734362      0.0863333333    189.2762907702      0.1899394989      0.4577978551      0.9568333626          78    4.2215707122
   49      3.9807226679      0.0804166667    189.7269043572      0.1862113476      0.4606328607      0.9597917795          71    4.2215707122
   50      3.7723216378      0.0756666667    190.1019255241      0.1789693832      0.4629125297      0.9621667862          57    4.2215707122
   51      3.5519506386      0.0706666667    190.4894990893      0.1706314087      0.4653177857      0.9646667242          60    4.2215707122
   52      3.3306223537      0.0657500000    190.8745149021      0.1651165485      0.4676905870      0.9671250582          59    4.2215707122
   53      3.1217206562      0.0611666667    191.2265521825      0.1591303349      0.4699093103      0.9694167376          55    4.2215707122
   54      2.9322703773      0.0570833333    191.5496367026      0.1542551517      0.4718885124      0.9714584351          49    4.2215707122
   55      2.8042351084      0.0540833333    191.7790975153      0.1497011185      0.4733474553      0.9729583263          36    4.2215707122
   56      2.6999337810      0.0519166667    191.9532402025      0.1473810673      0.4744021893      0.9740417600          26    4.2215707122
   57      2.5438912575      0.0487500000    192.2019879873      0.1430089474      0.4759458899      0.9756249785          38    4.2215707122
   58      2.4024057360      0.0458333333    192.4246457109      0.1378855705      0.4773705304      0.9770833850          35    4.2215707122
   59      2.2841144780      0.0430833333    192.6281076179      0.1336393356      0.4787137806      0.9784584045          33    4.2215707122
   60      2.1232586552      0.0395833333    192.9081919907      0.1297433376      0.4804254472      0.9802083373          42    4.2215707122
