# time     av_coherence           domains   magnetization^2        coh_avrho   purity_avrho  prob_equireached  arrival_counts  log10_nonzeros
   46     23.5923365782      0.3169166667    283.1804438837      0.6096303463      0.3542051911      0.8415417671         172    4.6718575434
   47     22.7013953381      0.3030833333    284.9362335227      0.5982089043      0.3600430191      0.8484584093         166    4.6718575434
   48     21.9179186330      0.2910833333    286.4876769768      0.5881929398      0.3651501536      0.8544583321         144    4.6718575434
   49     21.2563621855      0.2800833333    287.9225747608      0.5734894276      0.3698573411      0.8599584103         132    4.6718575434
   50     20.3473333658      0.2669166667    289.6105340917      0.5596580505      0.3755314052      0.8665417433         158    4.6718575434
   51     19.6557310362      0.2565000000    290.9213330967      0.5529594421      0.3800557256      0.8717501163         125    4.6718575434
   52     19.0193850125      0.2472500000    292.1300665568      0.5353455544      0.3840956092      0.8763750792         111    4.6718575434
   53     18.3706923166      0.2379166667    293.3617693964      0.5319285393      0.3881943226      0.8810417652         112    4.6718575434
   54     17.6419722165      0.2275000000    294.6939472428      0.5195910931      0.3927873373      0.8862500787         125    4.6718575434
   55     17.0118407512      0.2185000000    295.8538839515      0.5087223053      0.3967841864      0.8907500505         108    4.6718575434
   56     16.2817920504      0.2078333333    297.2395798670      0.4931988716      0.4015450180      0.8960832953         128    4.6718575434
   57     15.7175985207      0.1999166667    298.2641770387      0.4869256020      0.4050982594      0.9000416994          95    4.6718575434
   58     15.2245778604      0.1925000000    299.2128730024      0.4774463177      0.4084424973      0.9037500620          89    4.6718575434
   59     14.6375366309      0.1845833333    300.2268000407      0.4664471149      0.4120271206      0.9077084064          95    4.6718575434
   60     14.0415704361      0.1764166667    301.2764296613      0.4566905499      0.4157396555      0.9117918015          98    4.6718575434
