# time   trace   domains   purity   coherence  equireached
   98      1.0000028908      1.1210078052      0.1002896523      0.0975705592      0.4420678342
   99      1.0000029206      1.1126375012      0.1020426330      0.0968977009      0.4460950474
  100      1.0000029504      1.1043469040      0.1037986781      0.0962291341      0.4500921216
  101      1.0000029802      1.0961342817      0.1055575486      0.0955647856      0.4540593254
  102      1.0000030100      1.0879979826      0.1073190105      0.0949045904      0.4579969238
  103      1.0000030398      1.0799364312      0.1090828345      0.0942484908      0.4619051785
  104      1.0000030696      1.0719481231      0.1108487962      0.0935964357      0.4657843477
  105      1.0000030994      1.0640316219      0.1126166755      0.0929483798      0.4696346863
  106      1.0000031292      1.0561855546      0.1143862573      0.0923042829      0.4734564458
  107      1.0000031591      1.0484086086      0.1161573306      0.0916641095      0.4772498741
  108      1.0000031889      1.0406995282      0.1179296889      0.0910278281      0.4810152163
  109      1.0000032187      1.0330571110      0.1197031297      0.0903954108      0.4847527137
  110      1.0000032485      1.0254802058      0.1214774550      0.0897668327      0.4884626048
  111      1.0000032783      1.0179677089      0.1232524706      0.0891420718      0.4921451246
  112      1.0000033081      1.0105185617      0.1250279866      0.0885211083      0.4958005051
  113      1.0000033379      1.0031317487      0.1268038167      0.0879039244      0.4994289754
  114      1.0000033677      0.9958062944      0.1285797785      0.0872905043      0.5030307612
  115      1.0000033975      0.9885412615      0.1303556937      0.0866808335      0.5066060857
  116      1.0000034273      0.9813357489      0.1321313873      0.0860748997      0.5101551688
  117      1.0000034571      0.9741888892      0.1339066881      0.0854726898      0.5136782278
  118      1.0000034869      0.9670998476      0.1356814286      0.0848741922      0.5171754771
  119      1.0000035167      0.9600678194      0.1374554445      0.0842793965      0.5206471284
  120      1.0000035465      0.9530920289      0.1392285752      0.0836882924      0.5240933906
  121      1.0000035763      0.9461717275      0.1410006635      0.0831008705      0.5275144703
  122      1.0000036061      0.9393061924      0.1427715552      0.0825171228      0.5309105713
  123      1.0000036359      0.9324947253      0.1445410998      0.0819370412      0.5342818948
  124      1.0000036657      0.9257366508      0.1463091497      0.0813606136      0.5376286399
  125      1.0000036955      0.9190313154      0.1480755607      0.0807878311      0.5409510030
  126      1.0000037253      0.9123780864      0.1498401914      0.0802186845      0.5442491782
  127      1.0000037551      0.9057763506      0.1516029037      0.0796531646      0.5475233575
  128      1.0000037849      0.8992255134      0.1533635624      0.0790912621      0.5507737304
  129      1.0000038147      0.8927249979      0.1551220354      0.0785329675      0.5540004845
  130      1.0000038445      0.8862742437      0.1568781932      0.0779782710      0.5572038051
  131      1.0000038743      0.8798727065      0.1586319095      0.0774271627      0.5603838754
  132      1.0000039041      0.8735198567      0.1603830607      0.0768796397      0.5635408765
  133      1.0000039339      0.8672151793      0.1621315257      0.0763356868      0.5666749877
  134      1.0000039637      0.8609581727      0.1638771866      0.0757952897      0.5697863862
  135      1.0000039935      0.8547483481      0.1656199278      0.0752584372      0.5728752474
  136      1.0000040233      0.8485852291      0.1673596366      0.0747251177      0.5759417447
