# time   trace   domains   purity   coherence  equireached
  121      1.0000035763      1.2726918341      0.0709504923      0.1541266971      0.3670548495
  122      1.0000036061      1.2669989596      0.0719162667      0.1534868434      0.3697519779
  123      1.0000036359      1.2613472651      0.0728842561      0.1528523197      0.3724350889
  124      1.0000036657      1.2557359177      0.0738543971      0.1522229098      0.3751043090
  125      1.0000036955      1.2501641130      0.0748266272      0.1515984093      0.3777597632
  126      1.0000037253      1.2446310744      0.0758008852      0.1509786250      0.3804015749
  127      1.0000037551      1.2391360516      0.0767771111      0.1503633743      0.3830298662
  128      1.0000037849      1.2336783200      0.0777552460      0.1497524848      0.3856447574
  129      1.0000038147      1.2282571793      0.0787352319      0.1491457936      0.3882463676
  130      1.0000038445      1.2228719530      0.0797170121      0.1485431468      0.3908348140
  131      1.0000038743      1.2175219869      0.0807005307      0.1479443993      0.3934102124
  132      1.0000039041      1.2122066490      0.0816857328      0.1473494142      0.3959726772
  133      1.0000039339      1.2069253279      0.0826725646      0.1467580621      0.3985223210
  134      1.0000039637      1.2016774326      0.0836609731      0.1461702213      0.4010592550
  135      1.0000039935      1.1964623913      0.0846509062      0.1455857769      0.4035835888
  136      1.0000040233      1.1912796511      0.0856423128      0.1450046205      0.4060954304
  137      1.0000040531      1.1861286767      0.0866351423      0.1444266501      0.4085948864
  138      1.0000040829      1.1810089504      0.0876293454      0.1438517695      0.4110820618
  139      1.0000041127      1.1759199709      0.0886248731      0.1432798883      0.4135570600
  140      1.0000041425      1.1708612531      0.0896216777      0.1427109212      0.4160199831
  141      1.0000041723      1.1658323270      0.0906197117      0.1421447881      0.4184709315
  142      1.0000042021      1.1608327376      0.0916189288      0.1415814134      0.4209100041
  143      1.0000042319      1.1558620442      0.0926192831      0.1410207263      0.4233372987
  144      1.0000042617      1.1509198199      0.0936207296      0.1404626600      0.4257529111
  145      1.0000042915      1.1460056507      0.0946232237      0.1399071519      0.4281569362
  146      1.0000043213      1.1411191357      0.0956267218      0.1393541431      0.4305494670
  147      1.0000043511      1.1362598859      0.0966311807      0.1388035781      0.4329305954
  148      1.0000043810      1.1314275245      0.0976365578      0.1382554051      0.4353004119
  149      1.0000044108      1.1266216858      0.0986428113      0.1377095753      0.4376590054
  150      1.0000044406      1.1218420151      0.0996498997      0.1371660430      0.4400064638
  151      1.0000044704      1.1170881683      0.1006577825      0.1366247651      0.4423428734
  152      1.0000045002      1.1123598115      0.1016664192      0.1360857015      0.4446683193
  153      1.0000045300      1.1076566204      0.1026757704      0.1355488144      0.4469828853
  154      1.0000045598      1.1029782804      0.1036857967      0.1350140685      0.4492866539
  155      1.0000045896      1.0983244858      0.1046964597      0.1344814306      0.4515797063
  156      1.0000046194      1.0936949398      0.1057077212      0.1339508697      0.4538621225
  157      1.0000046492      1.0890893539      0.1067195436      0.1334223568      0.4561339815
  158      1.0000046790      1.0845074477      0.1077318898      0.1328958646      0.4583953608
  159      1.0000047088      1.0799489490      0.1087447231      0.1323713678      0.4606463368
  160      1.0000047386      1.0754135927      0.1097580072      0.1318488426      0.4628869849
  161      1.0000047684      1.0709011213      0.1107717065      0.1313282666      0.4651173792
  162      1.0000047982      1.0664112842      0.1117857856      0.1308096191      0.4673375928
  163      1.0000048280      1.0619438375      0.1128002097      0.1302928807      0.4695476976
  164      1.0000048578      1.0574985441      0.1138149443      0.1297780331      0.4717477646
  165      1.0000048876      1.0530751730      0.1148299553      0.1292650594      0.4739378635
  166      1.0000049174      1.0486734993      0.1158452092      0.1287539436      0.4761180633
  167      1.0000049472      1.0442933039      0.1168606726      0.1282446711      0.4782884317
  168      1.0000049770      1.0399343735      0.1178763128      0.1277372279      0.4804490354
  169      1.0000050068      1.0355965002      0.1188920973      0.1272316010      0.4825999404
  170      1.0000050366      1.0312794812      0.1199079940      0.1267277785      0.4847412115
  171      1.0000050664      1.0269831191      0.1209239712      0.1262257489      0.4868729126
  172      1.0000050962      1.0227072212      0.1219399976      0.1257255018      0.4889951068
  173      1.0000051260      1.0184515994      0.1229560422      0.1252270273      0.4911078562
  174      1.0000051558      1.0142160704      0.1239720743      0.1247303162      0.4932112221
  175      1.0000051856      1.0100004552      0.1249880637      0.1242353597      0.4953052647
  176      1.0000052154      1.0058045791      0.1260039804      0.1237421500      0.4973900437
  177      1.0000052452      1.0016282715      0.1270197948      0.1232506793      0.4994656177
  178      1.0000052750      0.9974713655      0.1280354777      0.1227609406      0.5015320447
  179      1.0000053048      0.9933336985      0.1290510002      0.1222729272      0.5035893817
  180      1.0000053346      0.9892151112      0.1300663335      0.1217866330      0.5056376850
  181      1.0000053644      0.9851154481      0.1310814494      0.1213020520      0.5076770103
  182      1.0000053942      0.9810345570      0.1320963199      0.1208191787      0.5097074123
  183      1.0000054240      0.9769722891      0.1331109174      0.1203380078      0.5117289452
  184      1.0000054538      0.9729284988      0.1341252144      0.1198585346      0.5137416622
  185      1.0000054836      0.9689030436      0.1351391840      0.1193807542      0.5157456160
  186      1.0000055134      0.9648957840      0.1361527993      0.1189046623      0.5177408587
  187      1.0000055432      0.9609065834      0.1371660338      0.1184302547      0.5197274416
  188      1.0000055730      0.9569353081      0.1381788615      0.1179575274      0.5217054152
  189      1.0000056029      0.9529818270      0.1391912563      0.1174864766      0.5236748297
  190      1.0000056327      0.9490460115      0.1402031928      0.1170170986      0.5256357343
  191      1.0000056625      0.9451277358      0.1412146456      0.1165493899      0.5275881780
  192      1.0000056923      0.9412268764      0.1422255896      0.1160833472      0.5295322088
  193      1.0000057221      0.9373433122      0.1432360001      0.1156189671      0.5314678743
  194      1.0000057519      0.9334769245      0.1442458526      0.1151562465      0.5333952216
  195      1.0000057817      0.9296275964      0.1452551229      0.1146951824      0.5353142971
  196      1.0000058115      0.9257952138      0.1462637871      0.1142357718      0.5372251466
  197      1.0000058413      0.9219796640      0.1472718214      0.1137780117      0.5391278156
  198      1.0000058711      0.9181808369      0.1482792025      0.1133218993      0.5410223488
  199      1.0000059009      0.9143986239      0.1492859072      0.1128674317      0.5429087906
  200      1.0000059307      0.9106329185      0.1502919127      0.1124146062      0.5447871848
  201      1.0000059605      0.9068836160      0.1512971962      0.1119634201      0.5466575746
  202      1.0000059903      0.9031506133      0.1523017355      0.1115138706      0.5485200029
  203      1.0000060201      0.8994338094      0.1533055083      0.1110659550      0.5503745121
  204      1.0000060499      0.8957331045      0.1543084929      0.1106196706      0.5522211441
  205      1.0000060797      0.8920484007      0.1553106676      0.1101750147      0.5540599402
  206      1.0000061095      0.8883796014      0.1563120110      0.1097319846      0.5558909415
  207      1.0000061393      0.8847266118      0.1573125021      0.1092905777      0.5577141885
  208      1.0000061691      0.8810893385      0.1583121198      0.1088507911      0.5595297213
  209      1.0000061989      0.8774676892      0.1593108437      0.1084126223      0.5613375797
  210      1.0000062287      0.8738615733      0.1603086532      0.1079760683      0.5631378030
  211      1.0000062585      0.8702709015      0.1613055282      0.1075411266      0.5649304300
  212      1.0000062883      0.8666955857      0.1623014489      0.1071077942      0.5667154994
  213      1.0000063181      0.8631355389      0.1632963954      0.1066760684      0.5684930492
  214      1.0000063479      0.8595906757      0.1642903484      0.1062459463      0.5702631171
  215      1.0000063777      0.8560609115      0.1652832886      0.1058174250      0.5720257407
  216      1.0000064075      0.8525461631      0.1662751970      0.1053905017      0.5737809568
  217      1.0000064373      0.8490463483      0.1672660548      0.1049651732      0.5755288023
  218      1.0000064671      0.8455613860      0.1682558436      0.1045414368      0.5772693133
  219      1.0000064969      0.8420911960      0.1692445449      0.1041192893      0.5790025260
  220      1.0000065267      0.8386356994      0.1702321407      0.1036987276      0.5807284761
  221      1.0000065565      0.8351948180      0.1712186132      0.1032797487      0.5824471987
  222      1.0000065863      0.8317684749      0.1722039446      0.1028623494      0.5841587290
  223      1.0000066161      0.8283565937      0.1731881175      0.1024465265      0.5858631017
  224      1.0000066459      0.8249590993      0.1741711147      0.1020322767      0.5875603513
  225      1.0000066757      0.8215759172      0.1751529193      0.1016195969      0.5892505117
  226      1.0000067055      0.8182069739      0.1761335144      0.1012084835      0.5909336168
  227      1.0000067353      0.8148521968      0.1771128834      0.1007989334      0.5926097002
  228      1.0000067651      0.8115115139      0.1780910100      0.1003909431      0.5942787951
  229      1.0000067950      0.8081848541      0.1790678781      0.0999845090      0.5959409345
  230      1.0000068248      0.8048721472      0.1800434717      0.0995796278      0.5975961511
  231      1.0000068546      0.8015733235      0.1810177750      0.0991762959      0.5992444773
  232      1.0000068844      0.7982883142      0.1819907725      0.0987745096      0.6008859452
  233      1.0000069142      0.7950170512      0.1829624490      0.0983742654      0.6025205869
  234      1.0000069440      0.7917594669      0.1839327892      0.0979755596      0.6041484340
  235      1.0000069738      0.7885154947      0.1849017783      0.0975783885      0.6057695178
  236      1.0000070036      0.7852850684      0.1858694015      0.0971827484      0.6073838697
  237      1.0000070334      0.7820681226      0.1868356443      0.0967886354      0.6089915204
  238      1.0000070632      0.7788645924      0.1878004923      0.0963960457      0.6105925008
  239      1.0000070930      0.7756744135      0.1887639316      0.0960049755      0.6121868412
  240      1.0000071228      0.7724975223      0.1897259480      0.0956154208      0.6137745720
  241      1.0000071526      0.7693338557      0.1906865279      0.0952273777      0.6153557232
  242      1.0000071824      0.7661833513      0.1916456577      0.0948408423      0.6169303246
  243      1.0000072122      0.7630459471      0.1926033241      0.0944558105      0.6184984057
  244      1.0000072420      0.7599215816      0.1935595138      0.0940722782      0.6200599961
  245      1.0000072718      0.7568101941      0.1945142139      0.0936902415      0.6216151248
  246      1.0000073016      0.7537117242      0.1954674116      0.0933096962      0.6231638209
  247      1.0000073314      0.7506261119      0.1964190943      0.0929306380      0.6247061131
  248      1.0000073612      0.7475532979      0.1973692495      0.0925530630      0.6262420300
  249      1.0000073910      0.7444932234      0.1983178650      0.0921769668      0.6277716000
  250      1.0000074208      0.7414458300      0.1992649288      0.0918023453      0.6292948513
  251      1.0000074506      0.7384110596      0.2002104289      0.0914291941      0.6308118120
  252      1.0000074804      0.7353888549      0.2011543536      0.0910575090      0.6323225098
  253      1.0000075102      0.7323791587      0.2020966913      0.0906872856      0.6338269724
  254      1.0000075400      0.7293819144      0.2030374309      0.0903185197      0.6353252273
  255      1.0000075698      0.7263970659      0.2039765609      0.0899512069      0.6368173017
  256      1.0000075996      0.7234245573      0.2049140705      0.0895853427      0.6383032228
  257      1.0000076294      0.7204643333      0.2058499488      0.0892209228      0.6397830176
  258      1.0000076592      0.7175163390      0.2067841851      0.0888579428      0.6412567128
  259      1.0000076890      0.7145805196      0.2077167689      0.0884963981      0.6427243351
  260      1.0000077188      0.7116568211      0.2086476899      0.0881362844      0.6441859108
  261      1.0000077486      0.7087451897      0.2095769379      0.0877775971      0.6456414664
  262      1.0000077784      0.7058455718      0.2105045029      0.0874203317      0.6470910279
  263      1.0000078082      0.7029579144      0.2114303751      0.0870644837      0.6485346214
  264      1.0000078380      0.7000821647      0.2123545448      0.0867100486      0.6499722726
  265      1.0000078678      0.6972182705      0.2132770024      0.0863570218      0.6514040072
  266      1.0000078976      0.6943661796      0.2141977387      0.0860053988      0.6528298509
  267      1.0000079274      0.6915258404      0.2151167444      0.0856551749      0.6542498288
  268      1.0000079573      0.6886972014      0.2160340104      0.0853063455      0.6556639663
  269      1.0000079871      0.6858802117      0.2169495280      0.0849589061      0.6570722885
