# time     av_coherence           domains   magnetization^2        coh_avrho   purity_avrho  prob_equireached  arrival_counts  log10_nonzeros
   31     34.4692345415      0.9305833333    157.4117653184      0.8250389099      0.1446754932      0.5348333120         293    6.7107056768
   32     34.1550104444      0.9055000000    160.0264874734      0.7859406471      0.1513911784      0.5472916365         299    6.4552711736
   33     33.8481032922      0.8816666667    162.5302893915      0.7787191868      0.1579758376      0.5592083335         286    6.5569532135
   34     33.5274630417      0.8612500000    164.6150541595      0.7642550468      0.1636924446      0.5693750381         244    4.4612433376
   35     33.2258322126      0.8400000000    166.8432631643      0.7500619888      0.1697751880      0.5799999833         255    4.4612433376
   36     32.8975607245      0.8195833333    169.0560026961      0.7394721508      0.1757405102      0.5902082920         245    4.4612433376
   37     32.5479543275      0.7975833333    171.3774653306      0.7304048538      0.1822535992      0.6012083292         264    4.4612433376
   38     32.1575058883      0.7783333333    173.4685273033      0.7216579914      0.1880716085      0.6108334064         231    4.4612433376
   39     31.7192421058      0.7586666667    175.5462701936      0.7118473053      0.1940843612      0.6206667423         236    4.4612433376
   40     31.2820808304      0.7395000000    177.5649835462      0.7076745033      0.2000565082      0.6302500963         230    4.4612433376
   41     31.0122088037      0.7223333333    179.3857420723      0.7041988373      0.2054660916      0.6388333440         206    4.4612433376
   42     30.5318594214      0.7052500000    181.1919330569      0.6989455223      0.2109364569      0.6473751068         205    4.4612433376
   43     30.1463122236      0.6886666667    182.9069202508      0.6890206337      0.2163010836      0.6556667089         199    4.4612433376
   44     29.6368682891      0.6712500000    184.7962255470      0.6783194542      0.2219844162      0.6643750668         209    4.4612433376
   45     29.0860889371      0.6517500000    186.8977084512      0.6717872620      0.2284992635      0.6741250753         234    4.4612433376
   46     28.6837994689      0.6359166667    188.6023259429      0.6597442627      0.2338432372      0.6820417643         190    4.4612433376
   47     28.3124299141      0.6205833333    190.2226583144      0.6537327766      0.2390544116      0.6897084117         184    4.4612433376
   48     27.7717992657      0.6045000000    191.9207351929      0.6455330849      0.2446188480      0.6977500916         193    4.4612433376
   49     27.1968540250      0.5875833333    193.7090414530      0.6310722828      0.2505697310      0.7062084675         203    4.4612433376
   50     26.7596287403      0.5730000000    195.2811382208      0.6309418678      0.2557332218      0.7135000229         175    4.4612433376
   51     26.3510938140      0.5582500000    196.8009262079      0.6203608513      0.2610084414      0.7208750248         177    4.4612433376
   52     25.8273493207      0.5439166667    198.3220016835      0.6128525734      0.2661857605      0.7280417085         172    4.4612433376
   53     25.3972495644      0.5303333333    199.7494031749      0.6057276726      0.2711229920      0.7348333597         163    4.4612433376
   54     25.0702164410      0.5197500000    200.8792433383      0.5988523960      0.2750185430      0.7401250601         127    4.4612433376
   55     24.7668621799      0.5095000000    201.9499841761      0.5947520733      0.2788190544      0.7452501059         123    4.4612433376
   56     24.3258642038      0.4965000000    203.3323026318      0.5857384205      0.2836732864      0.7517499924         156    4.4612433376
   57     23.8589734137      0.4843333333    204.6108613770      0.5829055309      0.2882317305      0.7578333616         146    4.4612433376
   58     23.4676110287      0.4727500000    205.8436292521      0.5675451756      0.2926096916      0.7636251450         139    4.4612433376
   59     22.9922873379      0.4611666667    207.0792659252      0.5636482239      0.2970293760      0.7694167495         139    4.4612433376
   60     22.6056608593      0.4496666667    208.2509745559      0.5559272766      0.3014516234      0.7751668692         138    4.4612433376
