# time     av_coherence           domains   magnetization^2        coh_avrho   purity_avrho  prob_equireached  arrival_counts  log10_nonzeros
   27     65.0237988674      1.3593333333    180.2846332914      3.3818798065      0.0562022924      0.3297082782         248    7.6722518666
   28     64.1378346730      1.3333333333    184.0405101091      3.1658754349      0.0600380749      0.3412083387         276    7.6722673753
   29     62.8110408604      1.3094166667    187.3315961924      2.8857250214      0.0636147261      0.3514999747         247    7.6721426526
   30     62.4752757093      1.2866666667    190.6749453932      2.7540760040      0.0673193559      0.3619583249         251    7.6722288750
   31     62.0752763075      1.2651666667    193.7774121844      2.5741467476      0.0708989352      0.3718333244         237    7.6720778892
   32     61.5026716363      1.2449166667    196.7268937811      2.3526186943      0.0743529648      0.3810833097         222    7.6719665888
   33     61.2405099354      1.2235000000    200.0639780377      2.2092647552      0.0782399029      0.3912083507         243    7.6715614133
   34     60.8020616714      1.2020833333    203.2404441443      2.0846128464      0.0822202861      0.4013333321         243    7.6716370674
   35     60.2588620183      1.1820833333    206.2703770395      1.9161250591      0.0860444307      0.4107916355         227    7.6701313253
   36     59.9885443599      1.1623333333    209.3024313457      1.7979946136      0.0899427980      0.4202499390         227    7.6695940431
   37     59.6636762209      1.1408333333    212.6927553187      1.7419395447      0.0944316834      0.4307916760         253    7.6691183617
   38     59.5558155147      1.1225000000    215.5175099580      1.6450567245      0.0983108431      0.4397082925         214    7.6698836229
   39     59.4553429666      1.1044166667    218.4012821302      1.5940930843      0.1022510678      0.4486249983         214    7.6652551855
   40     59.4083401278      1.0863333333    221.3170127480      1.5780746937      0.1062699407      0.4575832784         215    7.6680974531
   41     59.3068661595      1.0691666667    224.0751361373      1.5331525803      0.1101323664      0.4660832882         204    7.6668496679
   42     59.0359451711      1.0524166667    226.8392953311      1.4713506699      0.1140147001      0.4743333161         198    7.6624288801
   43     58.7695196603      1.0350833333    229.6038179717      1.4301602840      0.1180931926      0.4829166532         206    7.6490222684
   44     58.5561171798      1.0194166667    232.1029129624      1.3847558498      0.1218098849      0.4906249642         185    7.6497083082
   45     58.4220781724      1.0027500000    234.8275169146      1.3736464977      0.1259167343      0.4989582896         200    7.6482526635
   46     58.2307383568      0.9885000000    237.2094136754      1.3354349136      0.1294357777      0.5059999228         169    7.5989374310
   47     58.0548097054      0.9735833333    239.6225961074      1.3222179413      0.1332145631      0.5134166479         178    7.6389016010
   48     57.7342600219      0.9578333333    242.1712185210      1.2899608612      0.1372488886      0.5212499499         188    7.6088420978
   49     57.3913085054      0.9425833333    244.6810127906      1.2441041470      0.1411903501      0.5287916660         181    7.5430760881
   50     57.2273229099      0.9280833333    247.0474108391      1.2374353409      0.1450497657      0.5360416174         174    7.5402864062
   51     56.6930284952      0.9119166667    249.6784619761      1.2373192310      0.1498120129      0.5441250801         159    7.4701310206
   52     56.2712530367      0.8970833333    252.0665822627      1.2089478970      0.1538355798      0.5514999628         177    7.3804307402
   53     56.1455150255      0.8830000000    254.3575498607      1.1926488876      0.1577072442      0.5585417151         169    7.3648997729
   54     55.6755226671      0.8685833333    256.7183245196      1.1741328239      0.1617391109      0.5657083988         172    4.8596965744
   55     55.2269245397      0.8530000000    259.2318410524      1.1705031395      0.1661307216      0.5735000968         187    4.8596965744
   56     54.7007634736      0.8386666667    261.5831542138      1.1483671665      0.1702913195      0.5806667209         172    4.8596965744
   57     54.4940456244      0.8276666667    263.4108105148      1.1487514973      0.1735037267      0.5861667395         132    4.8596965744
   58     54.0699170720      0.8132500000    265.7969459906      1.1380102634      0.1777291000      0.5933750868         173    4.8596965744
   59     53.7711368878      0.8021666667    267.6040311517      1.1357424259      0.1810177267      0.5989167690         133    4.8596965744
   60     53.1726834872      0.7876666667    270.0006435531      1.1228432655      0.1853561401      0.6061667204         174    4.8596965744
   61     52.8471594031      0.7757500000    271.9724186047      1.1094596386      0.1890066862      0.6121250391         143    4.8596965744
   62     52.4101108440      0.7628333333    274.0924938300      1.1074402332      0.1929611415      0.6185833812         155    4.8596965744
   63     51.9715928299      0.7510833333    276.0136830956      1.0931086540      0.1966057569      0.6244583130         141    4.8596965744
   64     51.5434309903      0.7400000000    277.8629268139      1.0902283192      0.2000704706      0.6300000548         133    4.8596965744
   65     51.2658929376      0.7300833333    279.5338053358      1.0878136158      0.2032042295      0.6349583864         119    4.8596965744
   66     50.8965312675      0.7194166667    281.3115832112      1.0764989853      0.2066116631      0.6402918100         128    4.8596965744
   67     50.3761270297      0.7079166667    283.1742046402      1.0779876709      0.2102720439      0.6460417509         138    4.8596965744
   68     49.9639456756      0.6978333333    284.8414008436      1.0537157059      0.2135669142      0.6510834694         121    4.8596965744
   69     49.5443973652      0.6870000000    286.6011814516      1.0451655388      0.2171137035      0.6565001607         130    4.8596965744
   70     49.1553549821      0.6765833333    288.3346418163      1.0467529297      0.2205475122      0.6617084742         125    4.8596965744
   71     48.6652283780      0.6658333333    290.1309204741      1.0423991680      0.2240695655      0.6670835018         129    4.8596965744
   72     48.1515057144      0.6560833333    291.7214756125      1.0325245857      0.2273474336      0.6719585061         117    4.8596965744
   73     47.7888550952      0.6461666667    293.3598869549      1.0299344063      0.2306848168      0.6769168377         119    4.8596965744
   74     47.3480521042      0.6366666667    294.9604358472      1.0170564651      0.2339015901      0.6816667914         114    4.8596965744
   75     46.6944702539      0.6248333333    296.8837989056      1.0102818012      0.2379339784      0.6875835061         142    4.8596965744
   76     46.1771539463      0.6140000000    298.6739392086      0.9972448349      0.2416549027      0.6930001378         130    4.8596965744
   77     45.6880476157      0.6040000000    300.3269771895      0.9873738289      0.2451483011      0.6980001330         120    4.8596965744
   78     45.2053852069      0.5945833333    301.9073017442      0.9826896191      0.2484412193      0.7027084827         113    4.8596965744
   79     44.7280491112      0.5861666667    303.2466798802      0.9692556858      0.2514075339      0.7069168091         101    4.8596965744
   80     44.2519756729      0.5764166667    304.8230908955      0.9695591927      0.2548363805      0.7117917538         117    4.8596965744
   81     43.9154896679      0.5698333333    305.9279579503      0.9672536850      0.2572011948      0.7150834203          79    4.8596965744
   82     43.3661500964      0.5603333333    307.5066852736      0.9585461617      0.2606038153      0.7198334932         114    4.8596965744
   83     42.9914574941      0.5514166667    308.9679496086      0.9470613003      0.2638391256      0.7242918015         107    4.8596965744
   84     42.4160848184      0.5421666667    310.5077370807      0.9436008930      0.2672124207      0.7289167643         111    4.8596965744
   85     41.9425158852      0.5345000000    311.7446656549      0.9312613010      0.2700219750      0.7327501774          92    4.8596965744
   86     41.5789675305      0.5268333333    313.0195098532      0.9236631393      0.2728140354      0.7365834713          92    4.8596965744
   87     41.1548913627      0.5190000000    314.3042346800      0.9217038155      0.2756980658      0.7405001521          94    4.8596965744
   88     40.7229057004      0.5117500000    315.4854445286      0.9125013351      0.2783792913      0.7441251278          87    4.8596965744
   89     40.2504000788      0.5037500000    316.7973858624      0.9111001492      0.2814190388      0.7481250763          96    4.8596965744
   90     39.8557505248      0.4964166667    318.0421898524      0.8986439705      0.2841928601      0.7517917752          88    4.8596965744
   91     39.4307108925      0.4891666667    319.2230199660      0.8934230804      0.2869256437      0.7554166913          87    4.8596965744
   92     38.8798878734      0.4801666667    320.6824866040      0.8922262192      0.2903258204      0.7599166632         108    4.8596965744
   93     38.4065999068      0.4727500000    321.9216643493      0.8806650639      0.2931240201      0.7636250854          89    4.8596965744
   94     37.8783582594      0.4640833333    323.3455204696      0.8719718456      0.2964225411      0.7679584026         104    4.8596965744
   95     37.4798128022      0.4575833333    324.4406428630      0.8699412346      0.2989269495      0.7712084055          78    4.8596965744
   96     37.1083695116      0.4510833333    325.5050858960      0.8613171577      0.3014114499      0.7744584084          78    4.8596965744
   97     36.5265041227      0.4430833333    326.7850981283      0.8536818027      0.3045458794      0.7784584165          96    4.8596965744
   98     36.0447219638      0.4360833333    327.9543263926      0.8454878330      0.3072997630      0.7819584608          84    4.8596965744
   99     35.6870694469      0.4294166667    329.0768396410      0.8376142979      0.3099148870      0.7852917910          80    4.8596965744
  100     35.2414485762      0.4229166667    330.1499684043      0.8315162659      0.3124722242      0.7885417938          78    4.8596965744
   
   
   
   
   
