# time   trace   domains   purity   coherence  equireached
  173      1.0000051260      0.6809548613      0.2184845656      0.0467444261      0.6595536667
  174      1.0000051558      0.6763054869      0.2200062029      0.0464262997      0.6618768147
  175      1.0000051856      0.6716880916      0.2215228604      0.0461103118      0.6641840679
  176      1.0000052154      0.6671024420      0.2230344995      0.0457964493      0.6664755374
  177      1.0000052452      0.6625483070      0.2245410830      0.0454846991      0.6687513332
  178      1.0000052750      0.6580254582      0.2260425748      0.0451750480      0.6710115645
  179      1.0000053048      0.6535336693      0.2275389401      0.0448674832      0.6732563398
  180      1.0000053346      0.6490727164      0.2290301450      0.0445619914      0.6754857665
  181      1.0000053644      0.6446423776      0.2305161570      0.0442585598      0.6776999513
  182      1.0000053942      0.6402424335      0.2319969446      0.0439571754      0.6798990001
  183      1.0000054240      0.6358726667      0.2334724772      0.0436578253      0.6820830178
  184      1.0000054538      0.6315328616      0.2349427255      0.0433604967      0.6842521087
  185      1.0000054836      0.6272228051      0.2364076613      0.0430651767      0.6864063763
  186      1.0000055134      0.6229422857      0.2378672573      0.0427718526      0.6885459230
  187      1.0000055432      0.6186910938      0.2393214872      0.0424805116      0.6906708508
  188      1.0000055730      0.6144690221      0.2407703258      0.0421911412      0.6927812607
  189      1.0000056029      0.6102758647      0.2422137489      0.0419037285      0.6948772531
  190      1.0000056327      0.6061114177      0.2436517331      0.0416182612      0.6969589274
  191      1.0000056625      0.6019754791      0.2450842562      0.0413347266      0.6990263826
  192      1.0000056923      0.5978678484      0.2465112967      0.0410531123      0.7010797167
  193      1.0000057221      0.5937883269      0.2479328342      0.0407734058      0.7031190270
  194      1.0000057519      0.5897367176      0.2493488491      0.0404955949      0.7051444103
  195      1.0000057817      0.5857128252      0.2507593227      0.0402196671      0.7071559623
  196      1.0000058115      0.5817164559      0.2521642373      0.0399456103      0.7091537784
  197      1.0000058413      0.5777474177      0.2535635759      0.0396734122      0.7111379531
  198      1.0000058711      0.5738055198      0.2549573225      0.0394030606      0.7131085802
  199      1.0000059009      0.5698905734      0.2563454616      0.0391345436      0.7150657528
  200      1.0000059307      0.5660023907      0.2577279790      0.0388678490      0.7170095635
  201      1.0000059605      0.5621407859      0.2591048609      0.0386029649      0.7189401040
  202      1.0000059903      0.5583055743      0.2604760945      0.0383398795      0.7208574656
  203      1.0000060201      0.5544965729      0.2618416676      0.0380785807      0.7227617386
  204      1.0000060499      0.5507135999      0.2632015690      0.0378190569      0.7246530129
  205      1.0000060797      0.5469564750      0.2645557880      0.0375612964      0.7265313778
  206      1.0000061095      0.5432250195      0.2659043149      0.0373052874      0.7283969218
  207      1.0000061393      0.5395190556      0.2672471403      0.0370510184      0.7302497328
  208      1.0000061691      0.5358384074      0.2685842560      0.0367984778      0.7320898982
  209      1.0000061989      0.5321828999      0.2699156541      0.0365476541      0.7339175046
  210      1.0000062287      0.5285523596      0.2712413276      0.0362985360      0.7357326380
  211      1.0000062585      0.5249466143      0.2725612701      0.0360511120      0.7375353841
  212      1.0000062883      0.5213654930      0.2738754758      0.0358053710      0.7393258275
  213      1.0000063181      0.5178088262      0.2751839396      0.0355613016      0.7411040527
  214      1.0000063479      0.5142764453      0.2764866570      0.0353188927      0.7428701431
  215      1.0000063777      0.5107681833      0.2777836241      0.0350781332      0.7446241820
  216      1.0000064075      0.5072838742      0.2790748377      0.0348390121      0.7463662519
  217      1.0000064373      0.5038233532      0.2803602951      0.0346015184      0.7480964345
  218      1.0000064671      0.5003864568      0.2816399943      0.0343656412      0.7498148114
  219      1.0000064969      0.4969730228      0.2829139336      0.0341313697      0.7515214632
  220      1.0000065267      0.4935828899      0.2841821122      0.0338986931      0.7532164702
  221      1.0000065565      0.4902158982      0.2854445295      0.0336676007      0.7548999119
  222      1.0000065863      0.4868718888      0.2867011859      0.0334380818      0.7565718676
  223      1.0000066161      0.4835507040      0.2879520818      0.0332101259      0.7582324158
  224      1.0000066459      0.4802521873      0.2891972185      0.0329837224      0.7598816344
  225      1.0000066757      0.4769761831      0.2904365976      0.0327588610      0.7615196009
  226      1.0000067055      0.4737225372      0.2916702213      0.0325355311      0.7631463922
  227      1.0000067353      0.4704910963      0.2928980923      0.0323137225      0.7647620848
  228      1.0000067651      0.4672817083      0.2941202137      0.0320934250      0.7663667544
  229      1.0000067950      0.4640942220      0.2953365890      0.0318746282      0.7679604764
  230      1.0000068248      0.4609284875      0.2965472224      0.0316573222      0.7695433255
  231      1.0000068546      0.4577843558      0.2977521183      0.0314414968      0.7711153762
  232      1.0000068844      0.4546616790      0.2989512816      0.0312271421      0.7726767021
  233      1.0000069142      0.4515603103      0.3001447178      0.0310142480      0.7742273766
  234      1.0000069440      0.4484801038      0.3013324326      0.0308028047      0.7757674723
  235      1.0000069738      0.4454209147      0.3025144322      0.0305928025      0.7772970616
